asin,date,sessions,units ordered,ordered product sales,page views,buy box percentage
B0F1937F9V,2026-02-20,40,0,0.0,56,100.0
B0DDCPDLV5,2026-02-20,25,0,0.0,39,100.0
B0CZLKVPFP,2026-02-20,5,0,0.0,5,100.0
B0822XBCF1,2026-02-20,9,1,729.0,12,100.0
B0DDCG1YBN,2026-02-20,17,0,0.0,20,89.47
B0BX6R58GZ,2026-02-20,15,1,0.0,17,100.0
B0G25BHBT6,2026-02-20,64,0,0.0,87,97.56
B09XGGZVSB,2026-02-20,25,0,0.0,28,100.0
B0G3CJ2V8N,2026-02-20,59,0,0.0,86,93.83
B0FMP5Y17Y,2026-02-20,10,0,0.0,11,100.0
B0CWD4B59K,2026-02-20,30,0,0.0,35,100.0
B0822W49Z9,2026-02-20,13,0,0.0,14,100.0
B09XGDZQPC,2026-02-20,217,2,31038.0,290,99.62
B0822W6ZCG,2026-02-20,25,1,899.0,29,100.0
B0784G85Q4,2026-02-20,23,0,0.0,27,100.0
B0BZVR2WCP,2026-02-20,18,0,0.0,21,85.0
B0G3CGLG2W,2026-02-20,6,0,0.0,7,100.0
B0D58LWV2B,2026-02-20,13,0,0.0,15,100.0
B0G722YTNC,2026-02-20,25,0,0.0,26,88.0
B0CWL313ZC,2026-02-20,83,1,584.0,116,99.02
B0FR3G42B3,2026-02-20,65,2,2938.0,73,100.0
B0D58N5B2F,2026-02-20,77,0,0.0,106,100.0
B0G7JSR2H8,2026-02-20,43,0,0.0,46,95.56
B0CWCVD3Z8,2026-02-20,14,1,1429.0,18,100.0
B09XFMGSKV,2026-02-20,120,3,42900.0,180,96.34
B0G256TW3Q,2026-02-20,44,1,6313.0,50,97.92
B0732WFNVL,2026-02-20,122,3,36933.0,168,98.03
B0D58MVX6P,2026-02-20,11,0,0.0,12,100.0
B0G3C92JXT,2026-02-20,129,1,13999.0,173,93.04
B0D58M16NS,2026-02-20,14,0,0.0,15,100.0
B0FR98NSZ9,2026-02-20,4,0,0.0,6,33.33
B0BM9RZ1DT,2026-02-20,37,0,0.0,41,97.3
B09BFC77HD,2026-02-20,17,0,0.0,17,100.0
B09XGCYCSY,2026-02-20,72,0,0.0,82,97.47
B0F2TGN1KQ,2026-02-20,155,2,27358.0,188,97.22
B09BFC81R8,2026-02-20,69,2,37238.0,101,97.78
B0F2TGCPMR,2026-02-20,85,0,0.0,103,95.96
B0CZLJSYJQ,2026-02-20,6,0,0.0,8,83.33
B09SB37CRT,2026-02-20,13,1,4666.0,14,100.0
B077QJVWBR,2026-02-20,93,4,54716.0,136,99.22
B0G3BSHTRS,2026-02-20,24,1,6999.0,36,96.97
B0DDCHGB74,2026-02-20,1,0,0.0,1,100.0
B09XGTCS7M,2026-02-20,14,0,0.0,24,100.0
B0732TFNYC,2026-02-20,101,2,27662.0,130,97.52
B0G3BVKRLL,2026-02-20,4,0,0.0,4,100.0
B0FGJN8PCR,2026-02-20,4,0,0.0,6,0.0
B0G3BY4SK8,2026-02-20,41,1,11999.0,55,100.0
B0C857R73C,2026-02-20,12,0,0.0,16,31.25
B0CRS31GSK,2026-02-20,183,1,4539.0,252,92.83
B0CJ9G9XVQ,2026-02-20,8,0,0.0,9,88.89
B09XF967YW,2026-02-20,124,2,3998.0,146,100.0
B09XGPJ4CK,2026-02-20,33,1,20279.0,47,100.0
B0BMPJ95X7,2026-02-20,11,0,0.0,19,100.0
B09XFLYZ66,2026-02-20,79,2,22238.0,109,98.1
B0G7HSDJXL,2026-02-20,38,0,0.0,48,97.62
B0G3C1Z7SB,2026-02-20,10,0,0.0,10,90.0
B0DDCH8LKZ,2026-02-20,2,0,0.0,2,100.0
B0G2565L5B,2026-02-20,47,0,0.0,49,93.48
B0CZLL57NF,2026-02-20,8,0,0.0,12,100.0
B0CW9QFGB8,2026-02-20,4,0,0.0,4,100.0
B08R8GN8KH,2026-02-20,22,1,3299.0,24,100.0
B0D58MC92Q,2026-02-20,43,0,0.0,51,100.0
B0D58MHD11,2026-02-20,48,0,0.0,66,100.0
B0B3RD254F,2026-02-20,23,0,0.0,26,100.0
B0G3CNC7P5,2026-02-20,39,1,13699.0,52,97.96
B0CRHS55FC,2026-02-20,61,5,4995.0,90,100.0
B0822V9JY7,2026-02-20,4,0,0.0,5,50.0
B0G25BBWF1,2026-02-20,31,1,7188.0,32,90.32
B0G7JCBDJJ,2026-02-20,47,0,0.0,67,92.59
B0DDCGMXH2,2026-02-20,5,0,0.0,6,100.0
B0BF4Z4W1F,2026-02-20,3,0,0.0,3,50.0
B09BFDR5TH,2026-02-20,18,0,0.0,20,89.47
B0G3CCQQDN,2026-02-20,2,0,0.0,4,100.0
B0FMNTTG5B,2026-02-20,9,0,0.0,10,100.0
B0CZLJR5MD,2026-02-20,8,0,0.0,9,87.5
B0DDCHYZBW,2026-02-20,1,0,0.0,1,100.0
B09XBNLXW7,2026-02-20,216,2,3198.0,291,100.0
B09XFLVCHN,2026-02-20,48,0,0.0,60,90.91
B0CW9S9W8F,2026-02-20,5,0,0.0,5,100.0
B0D58NBSN9,2026-02-20,140,1,28699.0,184,99.38
B07NLFVP6H,2026-02-20,61,0,0.0,71,98.51
B07JN4C3NB,2026-02-20,168,2,28118.0,252,98.21
B0BB7KCGYN,2026-02-20,67,0,0.0,77,100.0
B0G3C233F8,2026-02-20,55,3,47997.0,80,98.63
B0CWL2NG34,2026-02-20,19,0,0.0,22,100.0
B0DVGNY2GM,2026-02-20,17,2,1798.0,21,100.0
B0CWCYSCT4,2026-02-20,23,0,0.0,23,86.36
B0DDCLWFTR,2026-02-20,24,0,0.0,30,100.0
B0DDCFYSZX,2026-02-20,1,0,0.0,1,100.0
B0G7JS5WXQ,2026-02-20,27,0,0.0,31,100.0
B0G256TCF3,2026-02-20,8,0,0.0,12,100.0
B0FCMD3F6P,2026-02-20,103,1,1699.0,141,91.67
B0CWCXHXWW,2026-02-20,32,1,1359.0,36,100.0
B0G254P8PK,2026-02-20,19,1,7911.0,24,95.65
B0DDCDVNKX,2026-02-20,1,0,0.0,3,100.0
B09XF52Y5P,2026-02-20,104,4,11096.0,138,100.0
B09XFL84G4,2026-02-20,88,0,0.0,101,98.96
B0G256SMQZ,2026-02-20,5,0,0.0,5,100.0
B0D58MHQXQ,2026-02-20,15,0,0.0,16,100.0
B0BQBSYDTZ,2026-02-20,3,0,0.0,4,100.0
B0DDCGMBBJ,2026-02-20,2,0,0.0,2,100.0
B09XF8H7BK,2026-02-20,59,2,7838.0,68,100.0
B0BB75FZXB,2026-02-20,21,0,0.0,30,100.0
B0BB7575JC,2026-02-20,48,1,7143.0,56,100.0
B08KTCGSQW,2026-02-20,139,2,3698.0,187,87.43
B07NLFV79S,2026-02-20,28,0,0.0,39,97.06
B0D58N3MS1,2026-02-20,48,0,0.0,59,100.0
B0G253GWFF,2026-02-20,13,0,0.0,14,84.62
B0DDCNGK8X,2026-02-20,39,0,0.0,57,98.21
B09XGPZKTZ,2026-02-20,98,0,0.0,124,92.31
B09XGPHT52,2026-02-20,31,0,0.0,34,100.0
B0F2SWXPMT,2026-02-20,72,0,0.0,140,91.82
B09XGK6Q4L,2026-02-20,217,1,13839.0,302,98.61
B09XGGFP7W,2026-02-20,52,1,11359.0,71,98.44
B0FR9CV9KN,2026-02-20,7,0,0.0,8,62.5
B0G3CTX1NC,2026-02-20,30,0,0.0,41,86.49
B0D58L8K69,2026-02-20,4,0,0.0,4,100.0
B0G3D21NYY,2026-02-20,106,1,16499.0,157,97.78
B0G3CLHBKX,2026-02-20,26,0,0.0,29,100.0
B0DDCF85LC,2026-02-20,1,0,0.0,1,100.0
B0FN9PWY8K,2026-02-20,41,0,0.0,46,88.37
B0G2599S6F,2026-02-20,44,0,0.0,48,100.0
B08R8DC5BB,2026-02-20,473,22,41778.0,657,100.0
B0FHF2DKQZ,2026-02-20,1275,14,62986.0,1904,98.33
B0D58NNHGR,2026-02-20,22,0,0.0,23,100.0
B0DDCDXR8J,2026-02-20,3,0,0.0,6,50.0
B0G3BY1NZH,2026-02-20,62,2,28998.0,92,96.0
B0DDCFW2KR,2026-02-20,2,0,0.0,2,100.0
B0DGQNGH6Z,2026-02-20,2,0,0.0,3,100.0
B0GGSNND25,2026-02-20,0,0,0.0,0,0.0
B09XFLZYZ6,2026-02-20,5,0,0.0,5,100.0
B0CWCRHS4B,2026-02-20,36,1,1429.0,42,100.0
B0DDCH8LKH,2026-02-20,2,0,0.0,2,100.0
B09XF5SRRD,2026-02-20,79,3,4797.0,103,100.0
B0FMNM4TKZ,2026-02-20,27,1,999.0,40,100.0
B0BMPSBSDZ,2026-02-20,36,0,0.0,42,92.31
B09XGQN59S,2026-02-20,46,0,0.0,50,100.0
B0CTTR1X6D,2026-02-20,6,0,0.0,6,100.0
B0FHF65C2R,2026-02-20,675,15,84360.0,957,98.43
B0G71BGCB3,2026-02-20,358,2,11992.0,453,95.41
B08V53Z18N,2026-02-20,25,0,0.0,30,96.43
B0GGSQZYHY,2026-02-20,12,0,0.0,13,100.0
B09XGFNYTZ,2026-02-20,18,0,0.0,22,100.0
B0BB74H71K,2026-02-20,11,0,0.0,11,20.0
B0G71HHRVT,2026-02-20,160,0,0.0,178,20.23
B0G3CC4M7Y,2026-02-20,58,0,0.0,86,92.31
B0CTTH6KD5,2026-02-20,11,1,1525.7,12,90.91
B0BQBPPMF6,2026-02-20,4,0,0.0,6,100.0
B09XGNVVYK,2026-02-20,80,0,0.0,94,97.75
B08KT1QRHJ,2026-02-20,172,7,5943.0,235,100.0
B0DGTCXZ9M,2026-02-20,2,0,0.0,4,100.0
B0732W7MRK,2026-02-20,27,0,0.0,31,96.67
B0DGSX75PJ,2026-02-20,6,0,0.0,10,100.0
B0CZLK77F6,2026-02-20,4,0,0.0,4,50.0
B09XGJ93PQ,2026-02-20,122,0,0.0,144,99.26
B07Y36RJJ2,2026-02-20,25,0,0.0,32,93.55
B0DGSY36ST,2026-02-20,33,0,0.0,42,100.0
B0FR3G84GM,2026-02-20,0,0,0.0,0,0.0
B0732XD4WD,2026-02-20,63,0,0.0,73,94.2
B0GGSLQ77Q,2026-02-20,13,0,0.0,15,100.0
B0FMNPTF51,2026-02-20,12,0,0.0,16,100.0
B0F1Y416FR,2026-02-20,203,5,3995.0,307,100.0
B09XGPK5MG,2026-02-20,40,0,0.0,49,97.83
B0FGJPPYW3,2026-02-20,1,0,0.0,1,100.0
B0CWD2H1KB,2026-02-20,8,0,0.0,10,100.0
B0G3CC5QK3,2026-02-20,18,0,0.0,21,95.0
B09XGX5FZX,2026-02-20,0,0,0.0,0,0.0
B07MBSJ553,2026-02-20,120,0,0.0,147,100.0
B0DDCFJSSL,2026-02-20,4,0,0.0,5,100.0
B0CWCXX755,2026-02-20,6,0,0.0,6,100.0
B0F6YF183J,2026-02-20,43,0,0.0,47,100.0
B0FGJPP799,2026-02-20,5,0,0.0,6,16.67
B0DVGZ9YHS,2026-02-20,0,0,0.0,0,0.0
B0DDCFTRY3,2026-02-20,8,0,0.0,8,100.0
B0DDCG59NJ,2026-02-20,4,0,0.0,4,100.0
B0GGRXQJ7Q,2026-02-20,22,0,0.0,32,100.0
B0D58MYX7J,2026-02-20,41,0,0.0,44,100.0
B0DG5SG9FM,2026-02-20,15,0,0.0,18,94.44
B0822WJWGS,2026-02-20,33,1,819.0,52,96.0
B08V53S7J5,2026-02-20,81,3,5997.0,112,89.72
B0D58LLWFN,2026-02-20,81,0,0.0,91,100.0
B0CRS2ZQV5,2026-02-20,138,2,9738.0,217,94.92
B0D58MC1PY,2026-02-20,13,0,0.0,14,92.86
B0BF4ZF9PC,2026-02-20,18,0,0.0,21,100.0
B0DGSSZ6M2,2026-02-20,7,0,0.0,12,92.86
B0FHHXVVWN,2026-02-20,0,0,0.0,0,0.0
B0G7J4C6NX,2026-02-20,60,0,0.0,67,95.24
B0CWL9Y811,2026-02-20,38,0,0.0,42,82.05
B0732Y4N38,2026-02-20,61,2,16718.0,76,100.0
B09XGN7MMK,2026-02-20,54,1,13199.0,70,98.57
B0DDCG62DZ,2026-02-20,5,1,2149.0,9,100.0
B0GGSQ1XSV,2026-02-20,7,0,0.0,12,100.0
B0F2TJBCTR,2026-02-20,6,0,0.0,8,100.0
B0CWL52SCG,2026-02-20,39,3,1392.0,58,96.15
B0FR9HZQ61,2026-02-20,2,0,0.0,2,100.0
B0822WWZRV,2026-02-20,11,2,1798.0,18,100.0
B0DDCGPGMC,2026-02-20,1,0,0.0,1,100.0
B0GGSJ8JZF,2026-02-20,0,0,0.0,0,0.0
B0DDCN7MWS,2026-02-20,3,0,0.0,3,100.0
B077QB4R3Y,2026-02-20,10,0,0.0,13,100.0
B0D58NNZM6,2026-02-20,25,0,0.0,27,100.0
B07PYHX5P7,2026-02-20,27,0,0.0,33,100.0
B0DDCHY2FW,2026-02-20,8,0,0.0,9,100.0
B0822SXQGH,2026-02-20,1107,44,43956.0,1620,99.86
B0G3CMKQHX,2026-02-20,6,0,0.0,7,100.0
B0FSTCNH49,2026-02-20,19,0,0.0,41,73.33
B09BFCFQ9G,2026-02-20,51,0,0.0,65,98.33
B07MHZTP8Q,2026-02-20,167,0,0.0,207,97.99
B0FN9PVK2B,2026-02-20,8,0,0.0,10,100.0
B0G7JNQ78N,2026-02-20,31,1,11839.0,34,100.0
B09XGF9LKQ,2026-02-20,52,0,0.0,60,100.0
B0CTTKFFPL,2026-02-20,9,1,1970.0,14,100.0
B0G3BW8QFQ,2026-02-20,12,0,0.0,14,100.0
B0CTTLN7Y7,2026-02-20,2,0,0.0,2,100.0
B0CTTMM1S1,2026-02-20,6,0,0.0,9,100.0
B09XGGGFCX,2026-02-20,33,0,0.0,46,100.0
B0GGSLQ77V,2026-02-20,5,0,0.0,5,100.0
B0F2THY2W3,2026-02-20,47,0,0.0,58,96.0
B09XFLDPHV,2026-02-20,82,0,0.0,94,98.89
B0FHHTNKY1,2026-02-20,0,0,0.0,0,0.0
B0CW9SHX3D,2026-02-20,17,0,0.0,24,100.0
B0CTTKTH24,2026-02-20,4,0,0.0,4,100.0
B08R67YCQG,2026-02-20,55,1,1849.0,67,100.0
B0FCMKFPK3,2026-02-20,45,1,1699.0,60,98.11
B0DGQLL4DJ,2026-02-20,5,0,0.0,5,100.0
B0G25736BD,2026-02-20,39,0,0.0,50,100.0
B0FHHXTLHZ,2026-02-20,0,0,0.0,0,0.0
B0FHHXQX2Q,2026-02-20,139,4,25436.0,181,100.0
B077Q8RLCP,2026-02-20,20,0,0.0,29,96.0
B0BF52YR1M,2026-02-20,15,0,0.0,19,100.0
B09XGSHBKJ,2026-02-20,40,0,0.0,47,100.0
B09XGCTNFC,2026-02-20,27,0,0.0,39,100.0
B0G259Y96C,2026-02-20,51,0,0.0,59,98.18
B0BQBQK9CG,2026-02-20,7,0,0.0,8,87.5
B0G3C251F1,2026-02-20,198,0,0.0,237,98.21
B0FVS4C7Z9,2026-02-20,8,0,0.0,8,87.5
B09XFFBND4,2026-02-20,107,0,0.0,126,99.16
B0CTTR2MF6,2026-02-20,5,0,0.0,5,60.0
B0F2THKNDR,2026-02-20,47,0,0.0,59,88.89
B09XFF5LPL,2026-02-20,234,8,7992.0,325,100.0
B0FHHXS6NJ,2026-02-20,62,2,7398.0,83,98.67
B08KS2YSFR,2026-02-20,196,7,8994.0,254,100.0
B0DDCG7KLS,2026-02-20,1,0,0.0,1,100.0
B0DDCQN9N4,2026-02-20,1,0,0.0,1,100.0
B0FR98QN94,2026-02-20,1,0,0.0,1,0.0
B0C2ZN8YS5,2026-02-20,6,0,0.0,6,100.0
B08R7MX63N,2026-02-20,243,10,16490.0,360,100.0
B0F2TGGZSR,2026-02-20,75,0,0.0,86,97.56
B09XBMFFZY,2026-02-20,198,8,6792.0,255,100.0
B0G3CTR224,2026-02-20,38,1,12299.0,59,100.0
B09XGSBJP8,2026-02-20,13,0,0.0,13,92.31
B0CWLCGJDC,2026-02-20,104,7,3248.0,157,100.0
B0D5ZN39RK,2026-02-20,4,0,0.0,4,75.0
B09XFN2QX3,2026-02-20,76,1,12221.0,129,99.12
B0G7HXS2LF,2026-02-20,23,1,11039.0,31,96.77
B0FN94LGJM,2026-02-20,20,0,0.0,20,95.0
B0DDCDZZPZ,2026-02-20,3,0,0.0,3,100.0
B0DDCHCQPH,2026-02-20,7,0,0.0,8,100.0
B0GM1J8DZ9,2026-02-20,1,0,0.0,4,0.0
B0G71MDVVD,2026-02-20,79,0,0.0,90,88.89
B078BRGTDM,2026-02-20,420,1,7903.0,535,99.8
B0GGSSS5Z8,2026-02-20,3,1,899.1,3,100.0
B0D58LVNHC,2026-02-20,24,0,0.0,27,100.0
B07MHZVDNP,2026-02-20,84,1,15883.0,106,100.0
B0DDCF8VJ9,2026-02-20,5,0,0.0,7,100.0
B0G3CQPRB9,2026-02-20,33,0,0.0,43,97.62
B0822VTPQ4,2026-02-20,11,2,1458.0,13,100.0
B0G3CC722B,2026-02-20,81,0,0.0,112,96.12
B09XFLCPM3,2026-02-20,135,0,0.0,161,92.86
B09BFD1ZB3,2026-02-20,71,4,63228.0,119,97.12
B0DG5SNMZ7,2026-02-20,16,0,0.0,20,5.0
B0CWCWRJH6,2026-02-20,2,0,0.0,2,100.0
B0B6CKXX6W,2026-02-20,43,0,0.0,45,97.78
B09XGGGNN9,2026-02-20,82,0,0.0,110,98.08
B0G3CC68LG,2026-02-20,18,0,0.0,19,88.89
B0BB72XRJ6,2026-02-20,20,0,0.0,29,100.0
B0CWL46VZK,2026-02-20,23,0,0.0,33,96.43
B07Y37P1T3,2026-02-20,250,4,8396.0,315,100.0
B0G3CX48PG,2026-02-20,9,0,0.0,9,100.0
B0G3CFZX69,2026-02-20,46,0,0.0,52,96.08
B0CZLKW78B,2026-02-20,7,0,0.0,12,88.89
B0CW9Q6SQ1,2026-02-20,16,1,1499.0,21,100.0
B0G3C2WN23,2026-02-20,25,0,0.0,31,96.55
B0DGSZFRJC,2026-02-20,1,0,0.0,2,100.0
B0D58LV9HN,2026-02-20,35,0,0.0,43,100.0
B09XGM4M96,2026-02-20,7,0,0.0,7,100.0
B0CWD26BQM,2026-02-20,39,0,0.0,42,100.0
B0CWCX6MYZ,2026-02-20,9,0,0.0,12,100.0
B09XFCSDC2,2026-02-20,54,0,0.0,58,94.44
B0DGTCVYJZ,2026-02-20,18,0,0.0,20,100.0
B07PVC8NR5,2026-02-20,64,1,11019.0,95,98.82
B0FMNQ5SFR,2026-02-20,14,0,0.0,21,100.0
B09BFBRLLB,2026-02-20,10,0,0.0,11,100.0
B0G3C2TC1J,2026-02-20,18,0,0.0,20,100.0
B077Q9YRMV,2026-02-20,118,1,8055.0,140,100.0
B0B3RDY15X,2026-02-20,20,0,0.0,22,100.0
B0G3D48PT8,2026-02-20,21,0,0.0,29,88.46
B0DDCJB3FV,2026-02-20,1,0,0.0,1,100.0
B0GGZQMYTQ,2026-02-20,0,0,0.0,0,0.0
B0G25656L7,2026-02-20,60,0,0.0,76,97.18
B0G3CJWFJ5,2026-02-20,24,0,0.0,25,100.0
B0F2N7Q9H3,2026-02-20,56,8,18392.0,92,100.0
B0D58MHJMG,2026-02-20,54,0,0.0,70,100.0
B0CV17V482,2026-02-20,144,14,11186.0,206,100.0
B0CWD3121X,2026-02-20,8,0,0.0,8,100.0
B0822WG76C,2026-02-20,40,2,1798.0,53,100.0
B0GLG6Q55V,2026-02-20,0,0,0.0,0,0.0
B0G256HLCB,2026-02-20,28,0,0.0,35,100.0
B0G3C7VW1V,2026-02-20,22,1,6299.0,24,100.0
B09XFMZMQS,2026-02-20,13,0,0.0,17,94.44
B08R8DQ3T4,2026-02-20,56,3,11397.0,69,98.46
B0G71QJRXS,2026-02-20,259,0,0.0,334,99.68
B0F8NDLRLC,2026-02-20,22,0,0.0,27,100.0
B08V5B923X,2026-02-20,72,1,999.0,96,91.01
B0BB7M1GZW,2026-02-20,7,1,19079.0,9,100.0
B0FHHWW2GZ,2026-02-20,83,1,7689.0,110,99.0
B0GPDH5835,2026-02-20,1,0,0.0,1,0.0
B0DGSZML9P,2026-02-20,2,0,0.0,2,100.0
B0DG5SD34X,2026-02-20,12,0,0.0,20,100.0
B0BF52YTSD,2026-02-20,7,0,0.0,7,100.0
B0FGJMXXTR,2026-02-20,4,0,0.0,5,80.0
B09XGP87K1,2026-02-20,11,0,0.0,11,100.0
B0B2RGMB2Z,2026-02-20,55,0,0.0,63,94.92
B0CWKZHV5T,2026-02-20,47,0,0.0,50,97.92
B0DGT8T9Q4,2026-02-20,17,0,0.0,30,100.0
B0CWDJGM41,2026-02-20,7,0,0.0,7,85.71
B0CWCZ978Y,2026-02-20,6,0,0.0,6,100.0
B07PXG7NPX,2026-02-20,113,1,8815.0,135,90.63
B09XGNTMB7,2026-02-20,40,1,17939.0,48,88.89
B07PW985JH,2026-02-20,20,0,0.0,27,100.0
B0G3CDX1H6,2026-02-20,34,1,11999.0,44,100.0
B0CW9SGV8H,2026-02-20,30,1,1284.0,39,100.0
B0GGSBPVKV,2026-02-20,29,0,0.0,32,100.0
B09XFL1H1T,2026-02-20,163,4,64636.0,213,98.51
B0GGSMNB7H,2026-02-20,6,0,0.0,6,100.0
B0G71QBLSG,2026-02-20,47,0,0.0,61,19.3
B0G3CG2MCP,2026-02-20,16,0,0.0,18,100.0
B0BQBPT4SP,2026-02-20,5,0,0.0,5,100.0
B0G726PGD2,2026-02-20,60,0,0.0,86,98.61
B0732Y4N37,2026-02-20,356,3,41949.0,482,95.39
B0FVS9RRLZ,2026-02-21,37,0,0.0,40,97.37
B0BB72TBNX,2026-02-21,25,0,0.0,34,100.0
B0F2TJ7SY4,2026-02-21,31,0,0.0,37,94.44
B0D58N56P9,2026-02-21,26,0,0.0,28,92.31
B09BYWZCXM,2026-02-21,315,3,5547.0,390,100.0
B0DDCGSSHD,2026-02-21,4,0,0.0,4,100.0
B09XGRWRST,2026-02-21,166,0,0.0,214,98.99
B07M72KSRM,2026-02-21,118,1,15503.0,167,100.0
B09XFL1FR1,2026-02-21,117,1,18559.0,150,98.58
B0732TMKP8,2026-02-21,90,0,0.0,130,99.17
B0D58P2PVJ,2026-02-21,21,0,0.0,24,100.0
B0CWD8Y3BH,2026-02-21,15,1,999.0,16,100.0
B0G7J4C6P3,2026-02-21,26,0,0.0,35,100.0
B0DDCD56KV,2026-02-21,4,0,0.0,4,100.0
B0BB7HVLKV,2026-02-21,25,0,0.0,26,100.0
B0G3CQ9YP9,2026-02-21,22,0,0.0,25,88.0
B0CZLMRNP8,2026-02-21,3,0,0.0,4,100.0
B0CTTLMJJ7,2026-02-21,22,0,0.0,23,95.45
B09XGGGP3H,2026-02-21,0,0,0.0,0,0.0
B0CZLKDPP3,2026-02-21,7,0,0.0,8,100.0
B0D58MW6Z4,2026-02-21,53,1,31979.0,73,98.48
B09XGNVN9N,2026-02-21,150,0,0.0,187,100.0
B0GGS9C6F1,2026-02-21,9,0,0.0,10,100.0
B0DDCGB18J,2026-02-21,1,0,0.0,1,100.0
B0G3CY2MBY,2026-02-21,77,1,11299.0,93,97.78
B0F2TJJVDM,2026-02-21,118,0,0.0,137,97.01
B0DDCG96D3,2026-02-21,2,0,0.0,3,100.0
B0G2569T27,2026-02-21,37,0,0.0,45,95.56
B0DGSXX8RN,2026-02-21,9,0,0.0,12,100.0
B0822VYH6P,2026-02-21,1,1,729.0,2,100.0
B0CWS28HXY,2026-02-21,609,1,2919.0,896,92.65
B09XFMX37N,2026-02-21,174,0,0.0,200,90.43
B0DDCFPZ4T,2026-02-21,1,0,0.0,1,100.0
B0C33D2QK2,2026-02-21,164,1,1999.0,185,100.0
B077Q9YRMY,2026-02-21,130,2,19454.0,178,99.39
B09XGPQKRQ,2026-02-21,24,0,0.0,27,92.59
B0G3CC2RPN,2026-02-21,40,2,31998.0,62,96.55
B07JM7GQG4,2026-02-21,227,5,80555.0,334,99.03
B09XFKM8V6,2026-02-21,306,2,33118.0,383,98.86
B0822X8LZY,2026-02-21,5,0,0.0,10,83.33
B0FHHZ7NF7,2026-02-21,234,3,14667.0,332,99.37
B09XFRNJCD,2026-02-21,81,2,31678.0,129,98.33
B0DZP8GXDV,2026-02-21,131,2,2084.0,170,91.67
B0DDC9Z2KP,2026-02-21,2,0,0.0,2,100.0
B09XGCSRXY,2026-02-21,412,2,38078.0,566,98.42
B0G255BCC2,2026-02-21,131,0,0.0,160,98.67
B0F1937F9V,2026-02-21,37,1,1874.0,53,100.0
B0DDCPDLV5,2026-02-21,25,0,0.0,30,100.0
B0CTTL72LC,2026-02-21,3,0,0.0,3,66.67
B0CZLKVPFP,2026-02-21,3,0,0.0,4,100.0
B0822XBCF1,2026-02-21,11,0,0.0,11,100.0
B0DDCG1YBN,2026-02-21,21,0,0.0,24,91.3
B0BX6R58GZ,2026-02-21,13,0,0.0,17,100.0
B0G25BHBT6,2026-02-21,68,1,10548.0,91,98.78
B0DDCCT25F,2026-02-21,20,1,2699.0,21,95.24
B09XGGZVSB,2026-02-21,39,0,0.0,44,97.67
B0G3CJ2V8N,2026-02-21,74,1,9999.0,100,94.85
B0FMP5Y17Y,2026-02-21,8,1,1999.0,16,100.0
B0CWD4B59K,2026-02-21,38,3,1998.0,53,100.0
B0822W49Z9,2026-02-21,19,0,0.0,31,100.0
B09XGDZQPC,2026-02-21,247,3,46557.0,381,99.43
B0822W6ZCG,2026-02-21,19,0,0.0,34,96.97
B0784G85Q4,2026-02-21,25,0,0.0,30,96.55
B0BZVR2WCP,2026-02-21,23,0,0.0,29,95.65
B0G3CGLG2W,2026-02-21,11,0,0.0,12,83.33
B0D58LWV2B,2026-02-21,14,0,0.0,18,100.0
B0G722YTNC,2026-02-21,26,1,10996.0,28,81.48
B0CWL313ZC,2026-02-21,72,4,2336.0,92,100.0
B0FR3G42B3,2026-02-21,77,1,1469.0,92,100.0
B0D58N5B2F,2026-02-21,84,0,0.0,114,99.06
B0G7JSR2H8,2026-02-21,58,0,0.0,69,96.97
B0CWCVD3Z8,2026-02-21,14,0,0.0,17,100.0
B09XFMGSKV,2026-02-21,170,4,57200.0,258,97.9
B0G256TW3Q,2026-02-21,33,0,0.0,37,94.29
B0732WFNVL,2026-02-21,141,2,24622.0,193,96.76
B0D58MVX6P,2026-02-21,18,0,0.0,19,100.0
B0G3C92JXT,2026-02-21,130,0,0.0,162,89.47
B0D58M16NS,2026-02-21,9,0,0.0,10,100.0
B0FR98NSZ9,2026-02-21,2,0,0.0,2,0.0
B0DGT8T99C,2026-02-21,1,0,0.0,1,0.0
B0BM9RZ1DT,2026-02-21,47,0,0.0,58,90.91
B09BFC77HD,2026-02-21,28,0,0.0,32,100.0
B09XGCYCSY,2026-02-21,53,1,17939.0,61,98.25
B0F2TGN1KQ,2026-02-21,0,0,0.0,0,0.0
B09BFC81R8,2026-02-21,76,0,0.0,111,99.03
B0F2TGCPMR,2026-02-21,180,0,0.0,201,93.85
B0CZLJSYJQ,2026-02-21,2,0,0.0,2,100.0
B09SB37CRT,2026-02-21,23,0,0.0,26,87.5
B077QJVWBR,2026-02-21,112,1,13679.0,189,98.82
B0G3BSHTRS,2026-02-21,23,0,0.0,28,100.0
B09XGTCS7M,2026-02-21,13,0,0.0,15,93.33
B0732TFNYC,2026-02-21,88,0,0.0,117,99.08
B0G3BVKRLL,2026-02-21,4,0,0.0,6,100.0
B0FGJN8PCR,2026-02-21,4,0,0.0,9,0.0
B0G3BY4SK8,2026-02-21,55,1,11999.0,67,98.44
B0GMQFTT55,2026-02-21,1,0,0.0,2,0.0
B0C857R73C,2026-02-21,27,0,0.0,36,3.33
B0CRS31GSK,2026-02-21,213,0,0.0,327,94.2
B0CJ9G9XVQ,2026-02-21,12,0,0.0,15,100.0
B09XF967YW,2026-02-21,127,3,5997.0,149,100.0
